name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2009,180000,30000,Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner
Tata Indigo LX,2012,125000,120000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2011,135000,50000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007,140000,49000,Petrol,Dealer,Manual,First Owner
Maruti SX4 Zxi BSIII,2007,160000,80000,Petrol,Individual,Manual,Third Owner
Hyundai EON Era Plus,2013,170000,80000,Petrol,Individual,Manual,Third Owner
Toyota Qualis FS B3,2001,150000,256000,Diesel,Dealer,Manual,First Owner
Hyundai Santro Xing XG AT,2004,125000,70000,Petrol,Individual,Automatic,Second Owner
Tata Indica V2 DLS BSII,2010,75000,100000,Diesel,Individual,Manual,Third Owner
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner
Honda City 1.5 GXI,2007,190000,115000,Petrol,Dealer,Manual,Second Owner
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner
Honda City 1.5 GXI,2007,190000,115000,Petrol,Dealer,Manual,Second Owner
Hyundai Santro Xing XS eRLX Euro III,2006,145000,52000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXI,2005,100000,124000,Petrol,Individual,Manual,Second Owner
Fiat Punto 1.3 Emotion,2010,130000,210000,Diesel,Individual,Manual,Second Owner
Hyundai Santro AT,2006,145000,66000,Petrol,Individual,Automatic,Second Owner
Maruti Alto LX BSIII,2008,110000,120000,Petrol,Individual,Manual,Third Owner
Maruti 800 Std,2004,37500,90000,Petrol,Individual,Manual,Second Owner
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Hyundai Santro Xing XG,2005,70000,68500,Petrol,Dealer,Manual,First Owner
Nissan Micra Active XV S,2013,164000,30000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V AT,2008,140000,70000,Petrol,Individual,Automatic,First Owner
Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Dealer,Manual,First Owner
Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LT BS3,2013,150000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto STD,2005,95000,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2008,114999,66782,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,75000,130000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2014,195000,75000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 Base,2015,155000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2000,65000,90000,Petrol,Individual,Manual,Second Owner
Honda City 1.5 GXI,2005,65000,150000,Petrol,Individual,Manual,Third Owner
Tata Nano XM,2015,190000,60000,Petrol,Individual,Manual,Second Owner
Tata Manza Aura Safire BS IV,2010,160000,60000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.4 TDI,2010,150000,130000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC BSIII,2009,110000,83000,Petrol,Individual,Manual,Second Owner
